DATE,TIME,SPO2,PULSE
2015-01-01, 06:21:41, 98, 69
2015-01-01, 06:21:42, 98, 71
2015-01-01, 06:21:43, 98, 71
2015-01-01, 06:21:44, 98, 72
2015-01-01, 06:21:45, 98, 73
2015-01-01, 06:21:46, 98, 73
2015-01-01, 06:21:47, 98, 73
2015-01-01, 06:21:48, 98, 73
2015-01-01, 06:21:49, 98, 73
2015-01-01, 06:21:50, 98, 73
2015-01-01, 06:21:51, 98, 73
2015-01-01, 06:21:52, 98, 72
2015-01-01, 06:21:53, 98, 72
2015-01-01, 06:21:54, 98, 72
2015-01-01, 06:21:55, 98, 72
2015-01-01, 06:21:56, 98, 72
2015-01-01, 06:21:57, 98, 72
2015-01-01, 06:21:58, 98, 71
2015-01-01, 06:21:59, 98, 71
2015-01-01, 06:22:00, 98, 71
2015-01-01, 06:22:01, 98, 71
2015-01-01, 06:22:02, 98, 71
2015-01-01, 06:22:03, 98, 71
2015-01-01, 06:22:04, 98, 71
2015-01-01, 06:22:05, 98, 70
2015-01-01, 06:22:06, 98, 69
2015-01-01, 06:22:07, 98, 68
2015-01-01, 06:22:08, 98, 67
2015-01-01, 06:22:09, 98, 66
2015-01-01, 06:22:10, 98, 65
2015-01-01, 06:22:11, 98, 64
2015-01-01, 06:22:12, 98, 63
2015-01-01, 06:22:13, 98, 62
2015-01-01, 06:22:14, 98, 62
2015-01-01, 06:22:15, 98, 62
2015-01-01, 06:22:16, 98, 62
2015-01-01, 06:22:17, 98, 62
2015-01-01, 06:22:18, 98, 62
2015-01-01, 06:22:19, 98, 63
2015-01-01, 06:22:20, 98, 64
2015-01-01, 06:22:21, 98, 64
2015-01-01, 06:22:22, 98, 65
2015-01-01, 06:22:23, 98, 65
2015-01-01, 06:22:24, 98, 66
2015-01-01, 06:22:25, 98, 66
2015-01-01, 06:22:26, 98, 66
2015-01-01, 06:22:27, 98, 66
2015-01-01, 06:22:28, 98, 66
2015-01-01, 06:22:29, 98, 66
2015-01-01, 06:22:30, 98, 66
2015-01-01, 06:22:31, 98, 66
2015-01-01, 06:22:32, 98, 65
2015-01-01, 06:22:33, 98, 65
2015-01-01, 06:22:34, 98, 65
2015-01-01, 06:22:35, 98, 65
2015-01-01, 06:22:36, 98, 65
