EV_99_95,EV_94_90,EV_89_85,EV_84_80,EV_79_75,EV_74_70,EV_69_65,EV_64_60,EV_59_55,EV_54_50,EV_49_45,EV_44_40,EV_39_35,EV_34_30, EV_PR
5, 91, 25, 20, 6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 58
